signature_method,classifier,n_features_mean,roc_auc_mean,roc_auc_std,auprc_mean,auprc_std,f1_score_mean,f1_score_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,features_count,features
NaiveBayes_Permutation_AboveMean_t50,LogisticRegression,6.225,0.7229166666666667,0.19793494067683134,0.8148809523809524,0.14263662008701777,0.6596482683982684,0.18540366836769756,0.6410714285714286,0.16123744723348707,0.6836309523809524,0.20932057207895033,0.68125,0.24010881614331364,0.6,0.2755465948363832,1,Bcells CD27posIgDneg_total
RF_Importance_t70,XGBoost,9.9,0.7153645833333334,0.21268672011752837,0.7999553571428571,0.15453793478878033,0.6595382395382395,0.21851144348055349,0.6517857142857142,0.18420597701365787,0.6919047619047618,0.23490896086889834,0.675,0.2785033259480083,0.63125,0.28425409713474975,7,"Bcells CD27posIgDneg_total, CD8 RO CCR5_CD3, CD8 RO intB7_CD3, Tconv mem_Tconv, Tconv memCCR5_mem, NKCD16_CD3neg, myeloid_CD3neg"
NaiveBayes_Permutation_Top10%_t40,XGBoost,15.55,0.7091145833333333,0.17486811237706454,0.7953720238095239,0.12979358024159557,0.6483603896103896,0.20623243300844651,0.6428571428571429,0.1638132240403279,0.682202380952381,0.21544523317308656,0.6625,0.26884129337890234,0.6291666666666667,0.25525111929849376,20,"Bcells CD27posIgDneg_total, CD3pos_total, CD4 Tconv mem_total, Tconv memCCR4_total, Tconv memCCR5_total, CD4 Tconv_total, Tconv memCD27_total, Tconv memCD56_total, Tconv memCXCR3_total, Tconv memDR_total, Tconv memintB7_total, Tconv memKi67_total, Tconv memPD1_total, Tconv memTIGIT_total, Tconv naive_total, CD4 Treg_total, Tconv memDR_CD3, CD8 RO intB7_total, Ki67_Bcells, Tconv memCCR6_total"
RFE (RandomForest)_t50,XGBoost,42.1,0.7015625,0.2307944085713035,0.7888988095238095,0.16760368846738244,0.6446049783549783,0.24872547796114589,0.6361607142857143,0.1990413765627324,0.6507738095238095,0.25662985701330476,0.68125,0.3048092089260983,0.5895833333333333,0.2895297174124916,8,"Bcells CD27posIgDneg_total, Tconv memCCR5_mem, CCR5_CD8RO, nonTnonB_CD3neg, Bcells_CD3neg, Bcells naive_CD3neg, memory_Bcells, naive_Bcells"
NaiveBayes_Permutation_AboveMean_t40,XGBoost,13.975,0.7013020833333333,0.21771590512535202,0.7931696428571428,0.1550299985775838,0.6461760461760461,0.23914571140118812,0.6334821428571429,0.188070930002998,0.6348809523809524,0.22558240352535905,0.6875,0.28728392102944306,0.5708333333333333,0.2638945118609203,6,"Bcells CD27posIgDneg_total, CD8 RA naive_total, CD8 RA_total, Bcells naive_CD3neg, nonTnonB_CD3neg, Bcells_CD3neg"
mRMR (Top 10%)_t40,XGBoost,13.525,0.69609375,0.19538967492365994,0.7955059523809523,0.13698197841012408,0.6467279942279942,0.1857396848837556,0.6209821428571429,0.1495943133778034,0.6511904761904761,0.18596536047716256,0.6875,0.257888367819121,0.5458333333333333,0.2573354036496144,14,"Bcells CD27posIgDneg_total, Bcells_total, myeloid_CD3neg, Tconv memDR_mem, CD27negIgDneg_Bcells, CD8 RA naive_CD3, nonTnonB_CD3neg, Bcells_CD3neg, Bcells naive_CD3neg, Bcells naive_total, Tconv memDR_Tconv, Tconv memDR_CD3, Tconv memCCR4_mem, DR_CD8RO"
XGBoost_Permutation_Top10%_t80,LogisticRegression,13.65,0.6921875,0.2058336955860337,0.7913392857142856,0.15090056797795925,0.6013041125541125,0.22952370502502506,0.5977678571428571,0.15216836597621833,0.5956547619047619,0.20960141718161115,0.64375,0.3042829949662666,0.5416666666666666,0.23189421893382503,14,"CD4 Tconv mem_total, Tconv memCCR4_total, CD3pos_total, CD4 Tconv_total, Tconv memCD27_total, Tconv memCD56_total, Tconv memCXCR3_total, Tconv memDR_total, Tconv memintB7_total, Tconv memKi67_total, Tconv memPD1_total, Tconv memTIGIT_total, Tconv naive_total, CD4 Treg_total"
Mutual Information (Top 10%)_t40,RandomForest,11.65,0.6875,0.17857746988152717,0.7933630952380952,0.12591195548725348,0.6120436507936508,0.18137656570053182,0.5901785714285713,0.147084321903693,0.6330357142857144,0.1981667737224639,0.6375,0.2464491417862507,0.5354166666666667,0.2928927222101067,7,"Bcells CD27posIgDneg_total, CD27negIgDneg_Bcells, Tconv memCCR4_total, Tconv memPD1_total, Tconv memCCR4_mem, CD16mono_myeloid, Bcells_total"
XGBoost_Permutation_Top10%_t50,LogisticRegression,15.525,0.6838541666666667,0.2007646252207507,0.7833482142857143,0.14511979305766007,0.5961453823953823,0.2148591358607842,0.5839285714285714,0.15662794426656462,0.6164880952380951,0.22229267209203676,0.63125,0.28299848237338837,0.5291666666666666,0.26321889756282324,15,"CD3pos_total, CD4 Tconv mem_total, Tconv memCCR4_total, Tconv memCCR5_total, CD4 Tconv_total, Tconv memCD27_total, Tconv memCD56_total, Tconv memCXCR3_total, Tconv memDR_total, Tconv memintB7_total, Tconv memKi67_total, Tconv memPD1_total, Tconv memTIGIT_total, Tconv naive_total, CD4 Treg_total"
RFE (RandomForest)_t60,XGBoost,21.725,0.6786458333333334,0.2208770467539883,0.7605357142857143,0.17011526772810343,0.6515422077922078,0.2325892784164015,0.6276785714285714,0.19730283297921036,0.6406547619047618,0.24277117124903297,0.69375,0.2743728279512181,0.55625,0.2938032245531603,26,"Bcells CD27posIgDneg_total, Tconv memDR_CD3, CD8 RO CCR5_CD3, Tconv memDR_Tconv, Tconv memCCR5_mem, Tconv memDR_mem, CCR4_CD8RO, CCR5_CD8RO, CD56_CD8RO, CXCR3_CD8RO, Ki67_CD8RO, nonTnonB_CD3neg, NK_CD3neg, NK Ki67_CD3neg, myeloid_CD3neg, CD14+16+mono_CD3neg, Bcells_CD3neg, Bcells naive_CD3neg, NK_nonTnonB, NKCD56hi_nonTnonB, NK Ki67_nonTnonB, CD14+16+mono_myeloid, CD27IgD_Bcells, Ki67_Bcells, memory_Bcells, naive_Bcells"
NaiveBayes_Permutation_Top10%_t50,LogisticRegression,10.775,0.6776041666666667,0.1962855922957095,0.7888690476190476,0.13605593683745648,0.6015151515151514,0.20817733410706973,0.603125,0.16631409758486604,0.6751190476190476,0.2569873303012137,0.59375,0.2511990476464064,0.6229166666666666,0.31633332657858465,16,"Bcells CD27posIgDneg_total, CD3pos_total, CD4 Tconv mem_total, Tconv memCCR4_total, Tconv memCCR5_total, Tconv memCD27_total, Tconv memCD56_total, Tconv memCXCR3_total, Tconv memDR_total, Tconv memintB7_total, Tconv memKi67_total, Tconv memPD1_total, Tconv memTIGIT_total, Tconv naive_total, CD4 Treg_total, Ki67_Bcells"
Mutual Information (Top 10%)_t50,XGBoost,7.125,0.6744791666666666,0.20331495884296424,0.7782440476190476,0.14720829297538895,0.6387373737373737,0.18471878887970983,0.6214285714285714,0.15055930958868,0.6709523809523809,0.2175034492843909,0.65625,0.24473625259314022,0.5875,0.2983513579046235,3,"Bcells CD27posIgDneg_total, CD27negIgDneg_Bcells, Tconv memCCR4_total"
ElasticNet_Lenient_t40,XGBoost,10.4,0.6640625,0.19405892222617346,0.7608035714285714,0.1457541990821881,0.632884199134199,0.21263090295246864,0.6245535714285715,0.16438559533434652,0.6547023809523809,0.23334921048122526,0.65625,0.2755385170152702,0.5916666666666666,0.2558433904869158,15,"Bcells CD27posIgDneg_total, Bcells Ki67_total, CD8 RO DR_CD8, DR_CD8RO, NKCD16_nonTnonB, NK Ki67_nonTnonB, CD16mono_myeloid, CD27negIgDneg_Bcells, Tconv memDR_CD3, Tconv memCCR6_mem, Tconv memTIGIT_mem, CD14+16+mono_CD3neg, CD8 RO CD56_CD3, CD8 RO CD56_CD8, Bcells_total"
mRMR (Top 10%)_t50,XGBoost,8.05,0.6625,0.20286355901319136,0.7651041666666666,0.15259547149199587,0.6479906204906205,0.20302100386259314,0.628125,0.17838302790390503,0.6719047619047618,0.22022642941746554,0.675,0.2667467828369185,0.5791666666666666,0.2798745649032296,10,"Bcells CD27posIgDneg_total, Bcells_total, myeloid_CD3neg, Tconv memDR_mem, CD27negIgDneg_Bcells, CD8 RA naive_CD3, nonTnonB_CD3neg, Bcells_CD3neg, Bcells naive_CD3neg, Bcells naive_total"
NaiveBayes_Permutation_Top10%_t60,LogisticRegression,6.975,0.659375,0.2083092934848005,0.7817857142857143,0.1459148124031021,0.6022763347763347,0.18769472053415157,0.5861607142857143,0.16093734520499786,0.6660714285714284,0.23668615397741627,0.625,0.2655425022718972,0.5520833333333333,0.3310216314877632,3,"Bcells CD27posIgDneg_total, CD8 RA naive_total, Tconv memDR_CD3"
Mutual Information (Top 10%)_t60,LogisticRegression,3.675,0.6567708333333334,0.1980354175908198,0.768735119047619,0.1422127552830771,0.6236201298701298,0.17964811001232703,0.59375,0.1353178855188304,0.620892857142857,0.17312070803672416,0.675,0.2667467828369185,0.5020833333333333,0.2821162269828971,2,"Bcells CD27posIgDneg_total, Bcells_CD3neg"
LASSO_Lenient_t40,XGBoost,5.825,0.65390625,0.1868681111103882,0.754360119047619,0.1366245332034884,0.6113961038961039,0.18882394389568335,0.5928571428571429,0.15579046763645102,0.6276190476190476,0.1946780137621765,0.63125,0.24669286936365184,0.54375,0.26553412011617067,3,"Bcells CD27posIgDneg_total, CCR6_CD8RO, CD14+16+mono_CD3neg"
RF_Importance_t80,XGBoost,4.825,0.6515625,0.22654077838204542,0.7480803571428571,0.1701484971051479,0.6081222943722944,0.2364270699761567,0.5955357142857143,0.17419312003192708,0.6030357142857143,0.2300534394547105,0.65,0.2985005261344845,0.5333333333333333,0.2700638312223111,3,"Bcells CD27posIgDneg_total, Bcells naive_total, Tconv memDR_CD3"
ElasticNet_Lenient_t50,XGBoost,5.7,0.6393229166666666,0.21566541515005305,0.743422619047619,0.1497520790437225,0.6547041847041847,0.1714136253159547,0.6236607142857142,0.16913663143025848,0.6720238095238095,0.17985881077522314,0.68125,0.2401088161433136,0.5583333333333333,0.28193470784417357,6,"Bcells CD27posIgDneg_total, CD8 RA_CD3, Tconv memCCR5_mem, Tconv memCD56_mem, CD14+16+mono_CD3neg, CD8 RO CD56_CD8"
